network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider
2600:1410:4004::/46,6252001,6252001,,0,0
2600:1410:4008::/45,6252001,6252001,,0,0
2600:1410:4010::/44,6252001,6252001,,0,0
2600:1410:4020::/43,6252001,6252001,,0,0
2600:1410:4040::/42,6252001,6252001,,0,0
2600:1410:4080::/41,6252001,6252001,,0,0
2600:1410:4100::/40,6252001,6252001,,0,0
2600:1410:4200::/39,6252001,6252001,,0,0
2600:1410:4400::/38,6252001,6252001,,0,0
2600:1410:4800::/37,6252001,6252001,,0,0
2600:1410:5000::/36,6252001,6252001,,0,0
2600:1410:6000::/48,1835841,6252001,,0,0
2600:1410:6001::/48,6252001,6252001,,0,0
2600:1410:6002::/47,6252001,6252001,,0,0
2600:1410:6004::/46,6252001,6252001,,0,0
2600:1410:6008::/45,6252001,6252001,,0,0
2600:1410:6010::/44,6252001,6252001,,0,0
2600:1410:6020::/43,6252001,6252001,,0,0
2600:1410:6040::/42,6252001,6252001,,0,0
2600:1410:6080::/41,6252001,6252001,,0,0
2600:1410:6100::/40,6252001,6252001,,0,0
2600:1410:6200::/39,6252001,6252001,,0,0
2600:1410:6400::/38,6252001,6252001,,0,0
2600:1410:6800::/37,6252001,6252001,,0,0
2600:1410:7000::/36,6252001,6252001,,0,0
2600:1410:8000::/35,6252001,6252001,,0,0
2600:1410:a000::/48,1835841,6252001,,0,0
2600:1410:a001::/48,6252001,6252001,,0,0
2600:1410:a002::/47,6252001,6252001,,0,0
2600:1410:a004::/46,6252001,6252001,,0,0
2600:1410:a008::/45,6252001,6252001,,0,0
2600:1410:a010::/44,6252001,6252001,,0,0
2600:1410:a020::/43,6252001,6252001,,0,0
2600:1410:a040::/42,6252001,6252001,,0,0
2600:1410:a080::/41,6252001,6252001,,0,0
2600:1410:a100::/40,6252001,6252001,,0,0
2600:1410:a200::/39,6252001,6252001,,0,0
2600:1410:a400::/38,6252001,6252001,,0,0
2600:1410:a800::/37,6252001,6252001,,0,0
2600:1410:b000::/36,6252001,6252001,,0,0
2600:1410:c000::/48,1835841,6252001,,0,0
2600:1410:c001::/48,6252001,6252001,,0,0
2600:1410:c002::/47,6252001,6252001,,0,0
2600:1410:c004::/46,6252001,6252001,,0,0
2600:1410:c008::/45,6252001,6252001,,0,0
2600:1410:c010::/44,6252001,6252001,,0,0
2600:1410:c020::/43,6252001,6252001,,0,0
2600:1410:c040::/42,6252001,6252001,,0,0
2600:1410:c080::/41,6252001,6252001,,0,0
2600:1410:c100::/40,6252001,6252001,,0,0
2600:1410:c200::/39,6252001,6252001,,0,0
2600:1410:c400::/38,6252001,6252001,,0,0
2600:1410:c800::/37,6252001,6252001,,0,0
2600:1410:d000::/36,6252001,6252001,,0,0
2600:1410:e000::/48,1835841,6252001,,0,0
2600:1410:e001::/48,6252001,6252001,,0,0
2600:1410:e002::/47,6252001,6252001,,0,0
2600:1410:e004::/46,6252001,6252001,,0,0
2600:1410:e008::/45,6252001,6252001,,0,0
2600:1410:e010::/44,6252001,6252001,,0,0
2600:1410:e020::/43,6252001,6252001,,0,0
2600:1410:e040::/42,6252001,6252001,,0,0
2600:1410:e080::/41,6252001,6252001,,0,0
2600:1410:e100::/40,6252001,6252001,,0,0
2600:1410:e200::/39,6252001,6252001,,0,0
2600:1410:e400::/38,6252001,6252001,,0,0
2600:1410:e800::/37,6252001,6252001,,0,0
2600:1410:f000::/36,6252001,6252001,,0,0
2600:1411::/47,1733045,6252001,,0,0
2600:1411:2::/47,6252001,6252001,,0,0
2600:1411:4::/46,6252001,6252001,,0,0
2600:1411:8::/45,6252001,6252001,,0,0
2600:1411:10::/44,6252001,6252001,,0,0
2600:1411:20::/43,6252001,6252001,,0,0
2600:1411:40::/42,6252001,6252001,,0,0
2600:1411:80::/41,6252001,6252001,,0,0
2600:1411:100::/40,6252001,6252001,,0,0
2600:1411:200::/39,6252001,6252001,,0,0
2600:1411:400::/38,6252001,6252001,,0,0
2600:1411:800::/37,6252001,6252001,,0,0
2600:1411:1000::/36,6252001,6252001,,0,0
2600:1411:2000::/48,1733045,6252001,,0,0
2600:1411:2001::/48,6252001,6252001,,0,0
2600:1411:2002::/47,6252001,6252001,,0,0
2600:1411:2004::/46,6252001,6252001,,0,0
2600:1411:2008::/45,6252001,6252001,,0,0
2600:1411:2010::/44,6252001,6252001,,0,0
2600:1411:2020::/43,6252001,6252001,,0,0
2600:1411:2040::/42,6252001,6252001,,0,0
2600:1411:2080::/41,6252001,6252001,,0,0
2600:1411:2100::/40,6252001,6252001,,0,0
2600:1411:2200::/39,6252001,6252001,,0,0
2600:1411:2400::/38,6252001,6252001,,0,0
2600:1411:2800::/37,6252001,6252001,,0,0
2600:1411:3000::/36,6252001,6252001,,0,0
2600:1411:4000::/48,1733045,6252001,,0,0
2600:1411:4001::/48,6252001,6252001,,0,0
2600:1411:4002::/47,6252001,6252001,,0,0
2600:1411:4004::/46,6252001,6252001,,0,0
2600:1411:4008::/45,6252001,6252001,,0,0
2600:1411:4010::/44,6252001,6252001,,0,0
2600:1411:4020::/43,6252001,6252001,,0,0
2600:1411:4040::/42,6252001,6252001,,0,0
2600:1411:4080::/41,6252001,6252001,,0,0
2600:1411:4100::/40,6252001,6252001,,0,0
2600:1411:4200::/39,6252001,6252001,,0,0
2600:1411:4400::/38,6252001,6252001,,0,0
2600:1411:4800::/37,6252001,6252001,,0,0
2600:1411:5000::/36,6252001,6252001,,0,0
2600:1411:6000::/35,6252001,6252001,,0,0
2600:1411:8000::/48,1733045,6252001,,0,0
2600:1411:8001::/48,6252001,6252001,,0,0
2600:1411:8002::/47,6252001,6252001,,0,0
2600:1411:8004::/46,6252001,6252001,,0,0
2600:1411:8008::/45,6252001,6252001,,0,0
2600:1411:8010::/44,6252001,6252001,,0,0
2600:1411:8020::/43,6252001,6252001,,0,0
2600:1411:8040::/42,6252001,6252001,,0,0
2600:1411:8080::/41,6252001,6252001,,0,0
2600:1411:8100::/40,6252001,6252001,,0,0
2600:1411:8200::/39,6252001,6252001,,0,0
2600:1411:8400::/38,6252001,6252001,,0,0
2600:1411:8800::/37,6252001,6252001,,0,0
2600:1411:9000::/36,6252001,6252001,,0,0
2600:1411:a000::/35,6252001,6252001,,0,0
2600:1411:c000::/48,1733045,6252001,,0,0
2600:1411:c001::/48,6252001,6252001,,0,0
2600:1411:c002::/47,6252001,6252001,,0,0
2600:1411:c004::/46,6252001,6252001,,0,0
2600:1411:c008::/45,6252001,6252001,,0,0
2600:1411:c010::/44,6252001,6252001,,0,0
2600:1411:c020::/43,6252001,6252001,,0,0
2600:1411:c040::/42,6252001,6252001,,0,0
2600:1411:c080::/41,6252001,6252001,,0,0
2600:1411:c100::/40,6252001,6252001,,0,0
2600:1411:c200::/39,6252001,6252001,,0,0
2600:1411:c400::/38,6252001,6252001,,0,0
2600:1411:c800::/37,6252001,6252001,,0,0
2600:1411:d000::/36,6252001,6252001,,0,0
2600:1411:e000::/35,6252001,6252001,,0,0
2600:1412::/32,6252001,6252001,,0,0
2600:1413::/48,6252001,6252001,,0,0
2600:1413:1::/48,1880251,6252001,,0,0
2600:1413:2::/47,6252001,6252001,,0,0
2600:1413:4::/46,6252001,6252001,,0,0
2600:1413:8::/45,6252001,6252001,,0,0
2600:1413:10::/44,6252001,6252001,,0,0
2600:1413:20::/43,6252001,6252001,,0,0
2600:1413:40::/42,6252001,6252001,,0,0
2600:1413:80::/41,6252001,6252001,,0,0
2600:1413:100::/40,6252001,6252001,,0,0
2600:1413:200::/39,6252001,6252001,,0,0
2600:1413:400::/38,6252001,6252001,,0,0
2600:1413:800::/37,6252001,6252001,,0,0
2600:1413:1000::/36,6252001,6252001,,0,0
2600:1413:2000::/35,6252001,6252001,,0,0
2600:1413:4000::/35,6252001,6252001,,0,0
2600:1413:6000::/36,6252001,6252001,,0,0
2600:1413:7000::/48,1880251,6252001,,0,0
2600:1413:7001::/48,6252001,6252001,,0,0
2600:1413:7002::/47,6252001,6252001,,0,0
2600:1413:7004::/46,6252001,6252001,,0,0
2600:1413:7008::/45,6252001,6252001,,0,0
2600:1413:7010::/44,6252001,6252001,,0,0
2600:1413:7020::/43,6252001,6252001,,0,0
2600:1413:7040::/42,6252001,6252001,,0,0
2600:1413:7080::/41,6252001,6252001,,0,0
2600:1413:7100::/40,6252001,6252001,,0,0
2600:1413:7200::/39,6252001,6252001,,0,0
2600:1413:7400::/38,6252001,6252001,,0,0
2600:1413:7800::/37,6252001,6252001,,0,0
2600:1413:8000::/36,6252001,6252001,,0,0
2600:1413:9000::/48,1880251,6252001,,0,0
2600:1413:9001::/48,6252001,6252001,,0,0
2600:1413:9002::/47,6252001,6252001,,0,0
2600:1413:9004::/46,6252001,6252001,,0,0
2600:1413:9008::/45,6252001,6252001,,0,0
2600:1413:9010::/44,6252001,6252001,,0,0
2600:1413:9020::/43,6252001,6252001,,0,0
2600:1413:9040::/42,6252001,6252001,,0,0
2600:1413:9080::/41,6252001,6252001,,0,0
2600:1413:9100::/40,6252001,6252001,,0,0
2600:1413:9200::/39,6252001,6252001,,0,0
2600:1413:9400::/38,6252001,6252001,,0,0
2600:1413:9800::/37,6252001,6252001,,0,0
2600:1413:a000::/48,1880251,6252001,,0,0
2600:1413:a001::/48,6252001,6252001,,0,0
2600:1413:a002::/47,6252001,6252001,,0,0
2600:1413:a004::/46,6252001,6252001,,0,0
2600:1413:a008::/45,6252001,6252001,,0,0
2600:1413:a010::/44,6252001,6252001,,0,0
2600:1413:a020::/43,6252001,6252001,,0,0
2600:1413:a040::/42,6252001,6252001,,0,0
2600:1413:a080::/41,6252001,6252001,,0,0
2600:1413:a100::/40,6252001,6252001,,0,0
2600:1413:a200::/39,6252001,6252001,,0,0
2600:1413:a400::/38,6252001,6252001,,0,0
2600:1413:a800::/37,6252001,6252001,,0,0
2600:1413:b000::/36,6252001,6252001,,0,0
2600:1413:c000::/34,6252001,6252001,,0,0
2600:1414::/48,3624060,6252001,,0,0
2600:1414:1::/48,6252001,6252001,,0,0
2600:1414:2::/47,6252001,6252001,,0,0
2600:1414:4::/46,6252001,6252001,,0,0
2600:1414:8::/45,6252001,6252001,,0,0
2600:1414:10::/44,6252001,6252001,,0,0
2600:1414:20::/43,6252001,6252001,,0,0
2600:1414:40::/42,6252001,6252001,,0,0
2600:1414:80::/41,6252001,6252001,,0,0
2600:1414:100::/40,6252001,6252001,,0,0
2600:1414:200::/39,6252001,6252001,,0,0
2600:1414:400::/38,6252001,6252001,,0,0
2600:1414:800::/37,6252001,6252001,,0,0
2600:1414:1000::/36,6252001,6252001,,0,0
2600:1414:2000::/35,6252001,6252001,,0,0
2600:1414:4000::/34,6252001,6252001,,0,0
2600:1414:8000::/33,6252001,6252001,,0,0
2600:1415::/46,6252001,6252001,,0,0
2600:1415:4::/48,6252001,6252001,,0,0
2600:1415:5::/48,2186224,6252001,,0,0
2600:1415:6::/47,6252001,6252001,,0,0
2600:1415:8::/48,2077456,6252001,,0,0
2600:1415:9::/48,6252001,6252001,,0,0
2600:1415:a::/47,6252001,6252001,,0,0
2600:1415:c::/47,6252001,6252001,,0,0
2600:1415:e::/48,6252001,6252001,,0,0
2600:1415:f::/48,2077456,6252001,,0,0
2600:1415:10::/47,2077456,6252001,,0,0
2600:1415:12::/48,2077456,6252001,,0,0
2600:1415:13::/48,6252001,6252001,,0,0
2600:1415:14::/46,6252001,6252001,,0,0
2600:1415:18::/48,2186224,6252001,,0,0
2600:1415:19::/48,6252001,6252001,,0,0
2600:1415:1a::/47,6252001,6252001,,0,0
2600:1415:1c::/46,6252001,6252001,,0,0
2600:1415:20::/43,6252001,6252001,,0,0
2600:1415:40::/42,6252001,6252001,,0,0
2600:1415:80::/41,6252001,6252001,,0,0
2600:1415:100::/40,6252001,6252001,,0,0
2600:1415:200::/39,6252001,6252001,,0,0
2600:1415:400::/38,6252001,6252001,,0,0
2600:1415:800::/37,6252001,6252001,,0,0
2600:1415:1000::/48,2077456,6252001,,0,0
2600:1415:1001::/48,6252001,6252001,,0,0
2600:1415:1002::/47,6252001,6252001,,0,0
2600:1415:1004::/46,6252001,6252001,,0,0
2600:1415:1008::/45,6252001,6252001,,0,0
2600:1415:1010::/44,6252001,6252001,,0,0
2600:1415:1020::/43,6252001,6252001,,0,0
2600:1415:1040::/42,6252001,6252001,,0,0
2600:1415:1080::/41,6252001,6252001,,0,0
2600:1415:1100::/40,6252001,6252001,,0,0
2600:1415:1200::/39,6252001,6252001,,0,0
2600:1415:1400::/48,2077456,6252001,,0,0
2600:1415:1401::/48,6252001,6252001,,0,0
2600:1415:1402::/47,6252001,6252001,,0,0
2600:1415:1404::/46,6252001,6252001,,0,0
2600:1415:1408::/45,6252001,6252001,,0,0
2600:1415:1410::/44,6252001,6252001,,0,0
2600:1415:1420::/43,6252001,6252001,,0,0
2600:1415:1440::/42,6252001,6252001,,0,0
2600:1415:1480::/41,6252001,6252001,,0,0
2600:1415:1500::/40,6252001,6252001,,0,0
2600:1415:1600::/39,6252001,6252001,,0,0
2600:1415:1800::/38,6252001,6252001,,0,0
2600:1415:1c00::/48,2077456,6252001,,0,0
2600:1415:1c01::/48,6252001,6252001,,0,0
2600:1415:1c02::/47,6252001,6252001,,0,0
2600:1415:1c04::/46,6252001,6252001,,0,0
2600:1415:1c08::/45,6252001,6252001,,0,0
2600:1415:1c10::/44,6252001,6252001,,0,0
2600:1415:1c20::/43,6252001,6252001,,0,0
2600:1415:1c40::/42,6252001,6252001,,0,0
2600:1415:1c80::/41,6252001,6252001,,0,0
2600:1415:1d00::/40,6252001,6252001,,0,0
2600:1415:1e00::/39,6252001,6252001,,0,0
2600:1415:2000::/48,2077456,6252001,,0,0
2600:1415:2001::/48,6252001,6252001,,0,0
2600:1415:2002::/47,6252001,6252001,,0,0
2600:1415:2004::/46,6252001,6252001,,0,0
2600:1415:2008::/45,6252001,6252001,,0,0
2600:1415:2010::/44,6252001,6252001,,0,0
2600:1415:2020::/43,6252001,6252001,,0,0
2600:1415:2040::/42,6252001,6252001,,0,0
2600:1415:2080::/41,6252001,6252001,,0,0
2600:1415:2100::/40,6252001,6252001,,0,0
2600:1415:2200::/39,6252001,6252001,,0,0
2600:1415:2400::/38,6252001,6252001,,0,0
2600:1415:2800::/38,6252001,6252001,,0,0
2600:1415:2c00::/48,2077456,6252001,,0,0
2600:1415:2c01::/48,6252001,6252001,,0,0
2600:1415:2c02::/47,6252001,6252001,,0,0
2600:1415:2c04::/46,6252001,6252001,,0,0
2600:1415:2c08::/45,6252001,6252001,,0,0
2600:1415:2c10::/44,6252001,6252001,,0,0
2600:1415:2c20::/43,6252001,6252001,,0,0
2600:1415:2c40::/42,6252001,6252001,,0,0
2600:1415:2c80::/41,6252001,6252001,,0,0
2600:1415:2d00::/40,6252001,6252001,,0,0
2600:1415:2e00::/39,6252001,6252001,,0,0
2600:1415:3000::/38,6252001,6252001,,0,0
2600:1415:3400::/48,2077456,6252001,,0,0
2600:1415:3401::/48,6252001,6252001,,0,0
2600:1415:3402::/47,6252001,6252001,,0,0
2600:1415:3404::/46,6252001,6252001,,0,0
2600:1415:3408::/45,6252001,6252001,,0,0
2600:1415:3410::/44,6252001,6252001,,0,0
2600:1415:3420::/43,6252001,6252001,,0,0
2600:1415:3440::/42,6252001,6252001,,0,0
2600:1415:3480::/41,6252001,6252001,,0,0
2600:1415:3500::/40,6252001,6252001,,0,0
2600:1415:3600::/39,6252001,6252001,,0,0
2600:1415:3800::/48,2077456,6252001,,0,0
2600:1415:3801::/48,6252001,6252001,,0,0
2600:1415:3802::/47,6252001,6252001,,0,0
2600:1415:3804::/46,6252001,6252001,,0,0
2600:1415:3808::/45,6252001,6252001,,0,0
2600:1415:3810::/44,6252001,6252001,,0,0
2600:1415:3820::/43,6252001,6252001,,0,0
2600:1415:3840::/42,6252001,6252001,,0,0
2600:1415:3880::/41,6252001,6252001,,0,0
2600:1415:3900::/40,6252001,6252001,,0,0
2600:1415:3a00::/39,6252001,6252001,,0,0
2600:1415:3c00::/48,2077456,6252001,,0,0
2600:1415:3c01::/48,6252001,6252001,,0,0
2600:1415:3c02::/47,6252001,6252001,,0,0
2600:1415:3c04::/46,6252001,6252001,,0,0
2600:1415:3c08::/45,6252001,6252001,,0,0
2600:1415:3c10::/44,6252001,6252001,,0,0
2600:1415:3c20::/43,6252001,6252001,,0,0
2600:1415:3c40::/42,6252001,6252001,,0,0
2600:1415:3c80::/41,6252001,6252001,,0,0
2600:1415:3d00::/40,6252001,6252001,,0,0
2600:1415:3e00::/39,6252001,6252001,,0,0
2600:1415:4000::/38,6252001,6252001,,0,0
2600:1415:4400::/48,2077456,6252001,,0,0
2600:1415:4401::/48,6252001,6252001,,0,0
2600:1415:4402::/47,6252001,6252001,,0,0
2600:1415:4404::/46,6252001,6252001,,0,0
2600:1415:4408::/45,6252001,6252001,,0,0
2600:1415:4410::/44,6252001,6252001,,0,0
2600:1415:4420::/43,6252001,6252001,,0,0
2600:1415:4440::/42,6252001,6252001,,0,0
2600:1415:4480::/41,6252001,6252001,,0,0
2600:1415:4500::/40,6252001,6252001,,0,0
2600:1415:4600::/39,6252001,6252001,,0,0
2600:1415:4800::/48,2077456,6252001,,0,0
2600:1415:4801::/48,6252001,6252001,,0,0
2600:1415:4802::/47,6252001,6252001,,0,0
2600:1415:4804::/46,6252001,6252001,,0,0
2600:1415:4808::/45,6252001,6252001,,0,0
2600:1415:4810::/44,6252001,6252001,,0,0
2600:1415:4820::/43,6252001,6252001,,0,0
2600:1415:4840::/42,6252001,6252001,,0,0
2600:1415:4880::/41,6252001,6252001,,0,0
2600:1415:4900::/40,6252001,6252001,,0,0
2600:1415:4a00::/39,6252001,6252001,,0,0
2600:1415:4c00::/48,2077456,6252001,,0,0
2600:1415:4c01::/48,6252001,6252001,,0,0
2600:1415:4c02::/47,6252001,6252001,,0,0
2600:1415:4c04::/46,6252001,6252001,,0,0
2600:1415:4c08::/45,6252001,6252001,,0,0
2600:1415:4c10::/44,6252001,6252001,,0,0
2600:1415:4c20::/43,6252001,6252001,,0,0
2600:1415:4c40::/42,6252001,6252001,,0,0
2600:1415:4c80::/41,6252001,6252001,,0,0
2600:1415:4d00::/40,6252001,6252001,,0,0
2600:1415:4e00::/39,6252001,6252001,,0,0
2600:1415:5000::/36,6252001,6252001,,0,0
2600:1415:6000::/35,6252001,6252001,,0,0
2600:1415:8000::/37,6252001,6252001,,0,0
2600:1415:8800::/48,2077456,6252001,,0,0
2600:1415:8801::/48,6252001,6252001,,0,0
2600:1415:8802::/47,6252001,6252001,,0,0
2600:1415:8804::/46,6252001,6252001,,0,0
2600:1415:8808::/45,6252001,6252001,,0,0
2600:1415:8810::/44,6252001,6252001,,0,0
2600:1415:8820::/43,6252001,6252001,,0,0
2600:1415:8840::/42,6252001,6252001,,0,0
2600:1415:8880::/41,6252001,6252001,,0,0
2600:1415:8900::/40,6252001,6252001,,0,0
2600:1415:8a00::/39,6252001,6252001,,0,0
2600:1415:8c00::/38,6252001,6252001,,0,0
2600:1415:9000::/36,6252001,6252001,,0,0
2600:1415:a000::/48,2077456,6252001,,0,0
2600:1415:a001::/48,6252001,6252001,,0,0
2600:1415:a002::/47,6252001,6252001,,0,0
2600:1415:a004::/46,6252001,6252001,,0,0
2600:1415:a008::/45,6252001,6252001,,0,0
2600:1415:a010::/44,6252001,6252001,,0,0
2600:1415:a020::/43,6252001,6252001,,0,0
2600:1415:a040::/42,6252001,6252001,,0,0
2600:1415:a080::/41,6252001,6252001,,0,0
2600:1415:a100::/40,6252001,6252001,,0,0
2600:1415:a200::/39,6252001,6252001,,0,0
2600:1415:a400::/38,6252001,6252001,,0,0
2600:1415:a800::/37,6252001,6252001,,0,0
2600:1415:b000::/48,2077456,6252001,,0,0
2600:1415:b001::/48,6252001,6252001,,0,0
2600:1415:b002::/47,6252001,6252001,,0,0
2600:1415:b004::/46,6252001,6252001,,0,0
2600:1415:b008::/45,6252001,6252001,,0,0
2600:1415:b010::/44,6252001,6252001,,0,0
2600:1415:b020::/43,6252001,6252001,,0,0
2600:1415:b040::/42,6252001,6252001,,0,0
2600:1415:b080::/41,6252001,6252001,,0,0
2600:1415:b100::/40,6252001,6252001,,0,0
2600:1415:b200::/39,6252001,6252001,,0,0
2600:1415:b400::/38,6252001,6252001,,0,0
2600:1415:b800::/48,2077456,6252001,,0,0
2600:1415:b801::/48,6252001,6252001,,0,0
2600:1415:b802::/47,6252001,6252001,,0,0
2600:1415:b804::/46,6252001,6252001,,0,0
2600:1415:b808::/45,6252001,6252001,,0,0
2600:1415:b810::/44,6252001,6252001,,0,0
2600:1415:b820::/43,6252001,6252001,,0,0
2600:1415:b840::/42,6252001,6252001,,0,0
2600:1415:b880::/41,6252001,6252001,,0,0
2600:1415:b900::/40,6252001,6252001,,0,0
2600:1415:ba00::/39,6252001,6252001,,0,0
2600:1415:bc00::/38,6252001,6252001,,0,0
2600:1415:c000::/36,6252001,6252001,,0,0
2600:1415:d000::/37,6252001,6252001,,0,0
2600:1415:d800::/48,2077456,6252001,,0,0
2600:1415:d801::/48,6252001,6252001,,0,0
2600:1415:d802::/47,6252001,6252001,,0,0
2600:1415:d804::/46,6252001,6252001,,0,0
2600:1415:d808::/45,6252001,6252001,,0,0
2600:1415:d810::/44,6252001,6252001,,0,0
2600:1415:d820::/43,6252001,6252001,,0,0
2600:1415:d840::/42,6252001,6252001,,0,0
2600:1415:d880::/41,6252001,6252001,,0,0
2600:1415:d900::/40,6252001,6252001,,0,0
2600:1415:da00::/39,6252001,6252001,,0,0
2600:1415:dc00::/38,6252001,6252001,,0,0
2600:1415:e000::/64,6252001,6252001,,0,0
2600:1415:e000:1::/64,2077456,6252001,,0,0
2600:1415:e000:2::/64,6252001,6252001,,0,0
2600:1415:e000:3::/64,2077456,6252001,,0,0
2600:1415:e000:4::/62,6252001,6252001,,0,0
2600:1415:e000:8::/61,6252001,6252001,,0,0
2600:1415:e000:10::/60,6252001,6252001,,0,0
2600:1415:e000:20::/59,6252001,6252001,,0,0
2600:1415:e000:40::/58,6252001,6252001,,0,0
2600:1415:e000:80::/57,6252001,6252001,,0,0
2600:1415:e000:100::/56,6252001,6252001,,0,0
2600:1415:e000:200::/55,6252001,6252001,,0,0
2600:1415:e000:400::/54,6252001,6252001,,0,0
2600:1415:e000:800::/53,6252001,6252001,,0,0
2600:1415:e000:1000::/52,6252001,6252001,,0,0
2600:1415:e000:2000::/51,6252001,6252001,,0,0
2600:1415:e000:4000::/50,6252001,6252001,,0,0
2600:1415:e000:8000::/49,6252001,6252001,,0,0
2600:1415:e001::/48,6252001,6252001,,0,0
2600:1415:e002::/47,6252001,6252001,,0,0
2600:1415:e004::/46,6252001,6252001,,0,0
2600:1415:e008::/45,6252001,6252001,,0,0
2600:1415:e010::/44,6252001,6252001,,0,0
2600:1415:e020::/43,6252001,6252001,,0,0
2600:1415:e040::/42,6252001,6252001,,0,0
2600:1415:e080::/41,6252001,6252001,,0,0
2600:1415:e100::/40,6252001,6252001,,0,0
2600:1415:e200::/39,6252001,6252001,,0,0
2600:1415:e400::/38,6252001,6252001,,0,0
2600:1415:e800::/37,6252001,6252001,,0,0
2600:1415:f000::/36,6252001,6252001,,0,0
2600:1416::/36,6252001,6252001,,0,0
2600:1416:1000::/48,953987,6252001,,0,0
2600:1416:1001::/48,6252001,6252001,,0,0
2600:1416:1002::/47,6252001,6252001,,0,0
2600:1416:1004::/46,6252001,6252001,,0,0
2600:1416:1008::/45,6252001,6252001,,0,0
2600:1416:1010::/44,6252001,6252001,,0,0
2600:1416:1020::/43,6252001,6252001,,0,0
2600:1416:1040::/42,6252001,6252001,,0,0
2600:1416:1080::/41,6252001,6252001,,0,0
2600:1416:1100::/40,6252001,6252001,,0,0
2600:1416:1200::/39,6252001,6252001,,0,0
2600:1416:1400::/38,6252001,6252001,,0,0
2600:1416:1800::/37,6252001,6252001,,0,0
2600:1416:2000::/48,102358,6252001,,0,0
2600:1416:2001::/48,6252001,6252001,,0,0
2600:1416:2002::/47,6252001,6252001,,0,0
2600:1416:2004::/46,6252001,6252001,,0,0
2600:1416:2008::/45,6252001,6252001,,0,0
2600:1416:2010::/44,6252001,6252001,,0,0
2600:1416:2020::/43,6252001,6252001,,0,0
2600:1416:2040::/42,6252001,6252001,,0,0
2600:1416:2080::/41,6252001,6252001,,0,0
2600:1416:2100::/40,6252001,6252001,,0,0
2600:1416:2200::/39,6252001,6252001,,0,0
2600:1416:2400::/38,6252001,6252001,,0,0
2600:1416:2800::/37,6252001,6252001,,0,0
2600:1416:3000::/36,6252001,6252001,,0,0
2600:1416:4000::/34,6252001,6252001,,0,0
2600:1416:8000::/35,6252001,6252001,,0,0
2600:1416:a000::/48,953987,6252001,,0,0
2600:1416:a001::/48,6252001,6252001,,0,0
2600:1416:a002::/47,6252001,6252001,,0,0
2600:1416:a004::/46,6252001,6252001,,0,0
2600:1416:a008::/45,6252001,6252001,,0,0
2600:1416:a010::/44,6252001,6252001,,0,0
2600:1416:a020::/43,6252001,6252001,,0,0
2600:1416:a040::/42,6252001,6252001,,0,0
2600:1416:a080::/41,6252001,6252001,,0,0
2600:1416:a100::/40,6252001,6252001,,0,0
2600:1416:a200::/39,6252001,6252001,,0,0
2600:1416:a400::/38,6252001,6252001,,0,0
2600:1416:a800::/37,6252001,6252001,,0,0
2600:1416:b000::/36,6252001,6252001,,0,0
2600:1416:c000::/35,6252001,6252001,,0,0
2600:1416:e000::/48,102358,6252001,,0,0
2600:1416:e001::/48,6252001,6252001,,0,0
2600:1416:e002::/47,6252001,6252001,,0,0
2600:1416:e004::/46,6252001,6252001,,0,0
2600:1416:e008::/45,6252001,6252001,,0,0
2600:1416:e010::/44,6252001,6252001,,0,0
2600:1416:e020::/43,6252001,6252001,,0,0
2600:1416:e040::/42,6252001,6252001,,0,0
2600:1416:e080::/41,6252001,6252001,,0,0
2600:1416:e100::/40,6252001,6252001,,0,0
2600:1416:e200::/39,6252001,6252001,,0,0
2600:1416:e400::/38,6252001,6252001,,0,0
2600:1416:e800::/37,6252001,6252001,,0,0
2600:1416:f000::/36,6252001,6252001,,0,0
2600:1417::/48,1643084,6252001,,0,0
2600:1417:1::/48,6252001,6252001,,0,0
2600:1417:2::/48,6252001,6252001,,0,0
2600:1417:3::/48,290557,6252001,,0,0
2600:1417:4::/48,6252001,6252001,,0,0
2600:1417:5::/48,290557,6252001,,0,0
2600:1417:6::/48,6252001,6252001,,0,0
2600:1417:7::/48,1880251,6252001,,0,0
2600:1417:8::/46,6252001,6252001,,0,0
2600:1417:c::/47,6252001,6252001,,0,0
2600:1417:e::/48,1835841,6252001,,0,0
2600:1417:f::/48,1880251,6252001,,0,0
2600:1417:10::/47,6252001,6252001,,0,0
2600:1417:12::/48,1880251,6252001,,0,0
2600:1417:13::/48,6252001,6252001,,0,0
2600:1417:14::/47,6252001,6252001,,0,0
2600:1417:16::/48,1880251,6252001,,0,0
2600:1417:17::/48,6252001,6252001,,0,0
2600:1417:18::/48,1668284,6252001,,0,0
2600:1417:19::/48,6252001,6252001,,0,0
2600:1417:1a::/48,6252001,6252001,,0,0
2600:1417:1b::/48,1668284,6252001,,0,0
2600:1417:1c::/47,6252001,6252001,,0,0
2600:1417:1e::/48,1269750,6252001,,0,0
2600:1417:1f::/48,6252001,6252001,,0,0
2600:1417:20::/48,1269750,6252001,,0,0
2600:1417:21::/48,6252001,6252001,,0,0
2600:1417:22::/47,6252001,6252001,,0,0
2600:1417:24::/47,6252001,6252001,,0,0
2600:1417:26::/48,6252001,6252001,,0,0
2600:1417:27::/48,1861060,6252001,,0,0
2600:1417:28::/47,1819730,6252001,,0,0
2600:1417:2a::/47,6252001,6252001,,0,0
